category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,URL,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,brightness,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,brand,video_memory,chipset,hdd_capacity
laptop,"Honor MagicBook X16 Plus 2024 Ноутбук 16"", AMD Ryzen 7 8845H, RAM 32 ГБ, SSD 1000 ГБ, AMD Radeon 780M, (Windows 11 Pro), серебристый, Русская раскладка",671797,1246290,55984,4.9,124,Комп-Бутик,4.9,https://www.ozon.kz/product/honor-magicbook-x16-plus-2024-noutbuk-16-amd-ryzen-7-8845h-ram-32-gb-ssd-1000-gb-amd-radeon-780m-1549470371/,AMD Ryzen 7 8845H,1000,AMD Radeon 780M,,16.0,32.0,,1.79,IPS,LPDDR5,Алюминиевый сплав,AMD Ryzen 7,Intel,5.1,8.0,2560x1600,,Нет,75.0,,Встроенная,AMD,SSD,120,,,,Intel,
laptop,"Lenovo LOQ 15AHP10 Игровой ноутбук 15.60"", AMD Ryzen 7 250, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб), Windows Home, (83JG006RUS), серый, Русская раскладка",734432,891552,61203,3.0,2,Ozon Россия,4.9,https://www.ozon.kz/product/lenovo-loq-15ahp10-igrovoy-noutbuk-15-60-amd-ryzen-7-250-ram-16-gb-ssd-512-gb-nvidia-geforce-3563421107/,AMD Ryzen 7 250,512,NVIDIA GeForce RTX 5050 для ноутбуков (8 Гб),Windows Home,15.6,16.0,4.0,2.4,IPS,DDR5,ABS пластик,AMD Ryzen 7,AMD,5.1,8.0,1920x1080,300.0,,60.0,Антибликовое,Гибридная,AMD,SSD,144,5,Lenovo,8.0,,
laptop,"ASUS ROG Strix G16 G614PR-RV089 Игровой ноутбук 16"", AMD Ryzen 9 8940HX, RAM 32 ГБ, SSD 1000 ГБ, NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб), Windows Pro, (90NR0NJ7-M00620_Win11P), серый, Русская раскладка",1747958,3017442,145664,,,MEGASHOP,4.7,https://www.ozon.kz/product/asus-rog-strix-g16-g614pr-rv089-igrovoy-noutbuk-16-amd-ryzen-9-8940hx-ram-32-gb-ssd-1000-gb-nvidia-3791779903/,AMD Ryzen 9 8940HX,1000,NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб),Windows Pro,16.0,32.0,,2.5,IPS,DDR5,,AMD Ryzen 9,AMD,2.4,16.0,1920x1200,,,90.0,Антибликовое,Дискретная,NVIDIA,SSD,165,2.0,,12.0,,
laptop,"Apple MacBook Air 2025 M4 / 13"" / 24GB / SSD 512GB / MacOS / Midnight / MC6C4RU/A Ноутбук 13.6"", Apple M4, RAM 24 ГБ, Apple M4, MacOS, (MC6C4RU/A), черный, Английская раскладка",,,86666,,,SuperPrice,4.8,https://www.ozon.kz/product/apple-macbook-air-2025-m4-13-24gb-ssd-512gb-macos-midnight-mc6c4ru-a-noutbuk-13-6-apple-m4-ram-24-gb-3222508155/,Apple M4,,Apple M4,MacOS,13.6,24.0,18.0,1.24,,,Алюминий,Apple M4,,,,2560x1664,,,,Глянцевое,Встроенная,,,60,,,,,
laptop,,,,,,,,,https://www.ozon.kz/product/acer-noutbuk-17-intel-processor-n100-ram-8-gb-ssd-1000-gb-intel-uhd-graphics-xe-24eus-windows-pro-3509017383/,Intel Processor N100,1000,Intel UHD Graphics Xe 24EUs,Windows Pro,17.0,8.0,5.0,2.0,IPS,DDR5,Пластик,Intel N-series,Intel,3.4,4.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,
laptop,"Honor MagicBook Art 14 2024 OLED Сенсор, ультратонкий (1см) и легкий (1кг) магний, 14.6'' 3.1К 120Hz, Windows 11 Home - лицензия РФ + гравировка клавиатуры, гарантия 1 год Ноутбук 14.6"", Intel Core Ultra 7 155H, RAM 32 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Windows Home, светло-серый, Русская раскладка",1127328,2260600,93944,5.0,30,AV Holding Company ...,5.0,https://www.ozon.kz/product/honor-magicbook-art-14-2024-oled-sensor-ultratonkiy-1sm-i-legkiy-1kg-magniy-14-6-3-1k-120hz-windows-3493553803/,Intel Core Ultra 7 155H,1024,Intel Arc Graphics,Windows Home,14.6,32.0,10.0,1.0,OLED,LPDDR5X,Магниевый сплав,Intel Core Ultra 7,Intel,4.8,16.0,3120x2080,700.0,Да,64.0,Антибликовое,Встроенная,Intel,SSD,120,,Honor,,,
laptop,,,,,,,,,https://www.ozon.kz/product/huawei-matebook-d14-mdg-x-53014bsb-noutbuk-14-intel-core-i5-13420h-ram-16-gb-ssd-512-gb-intel-3467792737/,Intel Core i5-13420H,512,Intel UHD Graphics,Windows Home,14.0,16.0,,1.39,IPS,LPDDR4X,Алюминий,Intel Core i5,Intel,2.1,8.0,1920x1200,250.0,,56.0,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Acer Aspire 16 AI A16-61M-R4BE Ноутбук 16"", AMD Ryzen AI 5 330, RAM 16 ГБ, SSD 512 ГБ, Без системы, темно-серый, Русская раскладка",372106,551560,31009,5.0,1,Ozon Россия,4.9,https://www.ozon.kz/product/acer-aspire-16-ai-a16-61m-r4be-noutbuk-16-amd-ryzen-ai-5-330-ram-16-gb-ssd-512-gb-bez-sistemy-3107507618/,AMD Ryzen AI 5 330,512,,Без системы,16.0,16.0,,1.6,IPS,,,AMD Ryzen AI 5,AMD,4.5,4.0,1920x1200,,Нет,65.0,Матовое,Встроенная,,SSD,120,,Acer,,,
laptop,"ASUS ROG Strix G16 Игровой ноутбук 16"", Intel Core i7-14650HX, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб), Без системы, (90NR0LB1-M00950), серый, Русская раскладка",909152,1203773,75763,,,Ozon Россия,4.9,https://www.ozon.kz/product/asus-rog-strix-g16-igrovoy-noutbuk-16-intel-core-i7-14650hx-ram-16-gb-ssd-1024-gb-nvidia-geforce-rtx-3619159689/,Intel Core i7-14650HX,1024,NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб),Без системы,16.0,16.0,5.0,2.65,IPS,DDR5,"Металл, Пластик",Intel Core i7,Intel,5.2,16.0,2560x1600,500.0,,90.0,Антибликовое,Гибридная,NVIDIA,SSD,240,,ASUS,8.0,,
laptop,"Apple Macbook Air 13 2015 A1466 Ноутбук 13.3"", Intel Core i5-5250U, RAM 8 ГБ, SSD 128 ГБ, Intel HD Graphics 6000, MacOS, серебристый, Русская раскладка",,,16537,,,Золотая рыбка,4.8,https://www.ozon.kz/product/apple-macbook-air-13-2015-a1466-noutbuk-13-3-intel-core-i5-5250u-ram-8-gb-ssd-128-gb-intel-hd-3548057772/,Intel Core i5-5250U,128,Intel HD Graphics 6000,MacOS,13.3,8.0,,1.35,IPS,LPDDR3,"Алюминиевый сплав, Алюминий, Металл, Металлизированный материал, Нержавеющая сталь, Пластик, Сталь, Стекло",Intel Core i5,Intel,1.6,2.0,1440x900,,Нет,,Глянцевое,Встроенная,Intel,SSD,60,,,1.0,,
laptop,"ASUS Ноутбук 17.3"", Intel Core i3-1215U, RAM 12 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, Русская раскладка",,,35447,,,Интернет Решения,4.9,https://www.ozon.kz/product/asus-noutbuk-17-3-intel-core-i3-1215u-ram-12-gb-ssd-256-gb-intel-uhd-graphics-windows-pro-3462921983/,Intel Core i3-1215U,256,Intel UHD Graphics,Windows Pro,17.3,12.0,4.0,2.0,IPS,GDDR4,Пластик,Intel Core i3,Intel,3.5,6.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,
laptop,"Acer Ноутбук 17"", Intel Processor N100, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics Xe 24EUs, Windows Pro, Русская раскладка",,,29927,,,Приоритет,5.0,https://www.ozon.kz/product/acer-noutbuk-17-intel-processor-n100-ram-8-gb-ssd-512-gb-intel-uhd-graphics-xe-24eus-windows-pro-3501922945/,Intel Processor N100,512,Intel UHD Graphics Xe 24EUs,Windows Pro,17.0,8.0,6.0,2.6,IPS,DDR5,Пластик,Intel N-series,Intel,3.1,4.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,
laptop,"Acer Swift Go 14 AI SFG14-75-974A Ноутбук 14"", Intel Core Ultra 9 288V, RAM 32 ГБ, SSD 1024 ГБ, Intel Arc 140V, Без системы, (NX.JNBCD.00A), синий, Русская раскладка",,,58990,,,Lime Store,4.9,https://www.ozon.kz/product/acer-swift-go-14-ai-sfg14-75-974a-noutbuk-14-intel-core-ultra-9-288v-ram-32-gb-ssd-1024-gb-intel-3485025072/,Intel Core Ultra 9 288V,1024,Intel Arc 140V,Без системы,14.0,32.0,,1.39,OLED,LPDDR5X,Алюминий,Intel Core Ultra 9,Intel,3.3,8.0,1920x1200,,Нет,65.0,Глянцевое,Встроенная,Intel,SSD,60,2.0,,,,
laptop,"BEKKA Игровой ноутбук 16.1"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce MX350 (2 ГБ), Windows Home, серый металлик, Русская раскладка",214836,849168,17903,4.5,38,Инновационная торговл...,4.5,https://www.ozon.kz/product/bekka-igrovoy-noutbuk-16-1-amd-ryzen-5-7430u-ram-16-gb-ssd-512-gb-nvidia-geforce-mx350-2-gb-3584056815/,AMD Ryzen 5 7430U,512,NVIDIA GeForce MX350 (2 ГБ),Windows Home,16.1,16.0,,,IPS,DDR3,"ABS пластик, SBS пластик",AMD Ryzen 5,AMD,,,1920x1080,,Нет,35.0,,Встроенная,AMD,SSD,60,3,,,,
laptop,"Lenovo 83JC00LBRK Ноутбук 15.6"" 512 ГБ, Без системы, (199271804193), Русская раскладка",,,59194,,,Магазин «Relise»,4.9,https://www.ozon.kz/product/lenovo-83jc00lbrk-noutbuk-15-6-512-gb-bez-sistemy-199271804193-russkaya-raskladka-3657642982/,,512,,Без системы,15.6,,,2.38,IPS,DDR5,,AMD Ryzen 5,AMD,3.2,4.0,,300.0,,,Матовое,Дискретная,,,144,,,6.0,,
laptop,"Dell 16 Pro DELL 16 Pro-5614 Ноутбук 16"", Intel Core Ultra 5 235U, RAM 16 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Linux, (DELL 16 Pro-5614), серебристый",,,41491,,,XCOM-SHOP,4.9,https://www.ozon.kz/product/dell-16-pro-dell-16-pro-5614-noutbuk-16-intel-core-ultra-5-235u-ram-16-gb-ssd-1024-gb-intel-3302657071/,Intel Core Ultra 5 235U,1024,Intel Arc Graphics,Linux,16.0,16.0,6.0,1.92,IPS,DDR5,Пластик,Intel Core Ultra 5,Intel,2.0,12.0,1920x1200,300.0,Нет,55.0,Матовое,Встроенная,Intel,SSD,60,2.0,,,,
laptop,"Игровой ноутбук, Intel Core i7, 1ТБ Ноутбук 15.6"", RAM 32 ГБ, SSD 1024 ГБ, Windows Pro, серый, Русская раскладка",239576,1607069,19965,4.6,119,sen hong,4.5,https://www.ozon.kz/product/igrovoy-noutbuk-intel-core-i7-1tb-noutbuk-15-6-ram-32-gb-ssd-1024-gb-windows-pro-seryy-3195579206/,,1024,,Windows Pro,15.6,32.0,24.0,1.65,IPS,DDR4,ABS пластик,Intel Core i7,Intel,3.1,2.0,1920x1080,,Нет,60.0,Антибликовое,,,SSD,60,2.0,,,Intel,
laptop,"DNS Ноутбук, Intel Atom N570, RAM 2 ГБ, HDD 120 ГБ, Windows Home, черный",,,3766,,,Правильные ноутбуки,,https://www.ozon.kz/product/dns-noutbuk-intel-atom-n570-ram-2-gb-hdd-120-gb-windows-home-chernyy-3848841807/,Intel Atom N570,,,Windows Home,,2.0,,,,,,Intel Atom,,,,,,,,,,,HDD,,,,,,120
laptop,"Ninkear N16 Pro Мощный офисный ноутбук Ноутбук 16"", Intel Core i7-12700H, RAM 16 ГБ, SSD 1024 ГБ, Intel Iris Xe Graphics, Windows Pro, (WiFi6, частота обновления 120 Гц, 2 слота для карт ОЗУ, 2 слота для карт SSD, быстрая зарядка Type-C,), серый металлик, Русская раскладка",618251,1542511,51521,4.9,73,мини ПК Россия,4.8,https://www.ozon.kz/product/ninkear-n16-pro-moshchnyy-ofisnyy-noutbuk-noutbuk-16-intel-core-i7-12700h-ram-16-gb-ssd-1024-2861889497/,Intel Core i7-12700H,1024,Intel Iris Xe Graphics,Windows Pro,16.0,16.0,8.0,1.8,IPS,DDR4,"ABS пластик, Металл",Intel Core 7,Intel,4.7,14.0,2560x1600,400.0,Нет,57.75,Матовое,Встроенная,Intel,SSD,120,2.0,,,Intel,
laptop,"Lenovo Ноутбук Lenovo ThinkBook 14 G4 Windows 11 Pro&Office Pro Plus 2021 Ноутбук 14"", AMD Ryzen 3 5425U, RAM 16 ГБ, SSD 2048 ГБ, AMD Radeon RX Vega 6, Windows Pro, серый металлик, Русская раскладка",,,57396,4.9,80,БукКомп,4.9,https://www.ozon.kz/product/lenovo-noutbuk-lenovo-thinkbook-14-g4-windows-11-pro-office-pro-plus-2021-noutbuk-14-amd-ryzen-3-3547335228/,AMD Ryzen 3 5425U,2048,AMD Radeon RX Vega 6,Windows Pro,14.0,16.0,8.0,1.4,IPS,DDR4,Алюминиевый сплав,AMD Ryzen 3,AMD,2.7,6.0,1920x1080,300.0,Нет,60.0,Матовое,Встроенная,AMD,SSD,60,2.0,Lenovo,,AMD,
laptop,"Lenovo Ноутбук 15"", Intel Core i3-1115G4, RAM 8 ГБ, SSD 1000 ГБ, Intel UHD Graphics, Windows Pro, Русская раскладка",,,35258,,,"ООО ""КОНЦЕРН РАКЕТА""",4.9,https://www.ozon.kz/product/lenovo-noutbuk-15-intel-core-i3-1115g4-ram-8-gb-ssd-1000-gb-intel-uhd-graphics-windows-pro-3516419092/,Intel Core i3-1115G4,1000,Intel UHD Graphics,Windows Pro,15.0,8.0,5.0,2.3,TN,DDR4,Пластик,Intel Core i3,Intel,4.1,2.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,,,,Intel,1000
laptop,"Hasee 15.6"" HASEE Z7-KP7 7TH I7 Gaming Hоутбук Ноутбук 15.6"", Intel Core i7-7700HQ, RAM 16 ГБ, SSD, HDD 256 ГБ, NVIDIA GeForce GTX 1060 (6 Гб), Windows Pro, (15.6"" HASEE Z7-KP7 7TH I7 Gaming Hоутбук), черный матовый, Русская раскладка",,,22853,,,Guangzhou Baiman,4.2,https://www.ozon.kz/product/hasee-15-6-hasee-z7-kp7-7th-i7-gaming-houtbuk-noutbuk-15-6-intel-core-i7-7700hq-ram-16-gb-ssd-3480696428/,Intel Core i7-7700HQ,256,NVIDIA GeForce GTX 1060 (6 Гб),Windows Pro,15.6,16.0,1.0,4.55,LED,DDR4,ABS пластик,Intel Core i7,Intel,2.8,4.0,1920x1080,200.0,Нет,38.0,,Гибридная,NVIDIA,"SSD, HDD",60,0.3,Hasee,6.0,Intel,500
laptop,"Vectron Игровой ноутбук 16.1"", Intel Core i5-1240P, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, светло-серый, Русская раскладка",157659,1216233,13139,4.9,85,Механический цехv,4.6,https://www.ozon.kz/product/vectron-igrovoy-noutbuk-16-1-intel-core-i5-1240p-ram-16-gb-ssd-512-gb-intel-uhd-graphics-3844396684/,Intel Core i5-1240P,512,Intel UHD Graphics,Windows Home,16.1,16.0,,2.1,IPS,DDR4,"ABS пластик, Металл",Intel Core i5,Intel,,,1920x1080,,Нет,60.0,Глянцевое,Гибридная,Intel,SSD,,1,,,,
laptop,"ASUS Ноутбук ASUS Vivobook 15 X1504VA синий 15.6""FHD IPS, Core 5 120U, 16GB/SSD 1TB,  Intel Graphics, Win 11 pro Ноутбук 15.6"", Intel Core 5 120U, RAM 16 ГБ, SSD 1024 ГБ, Intel Graphics, Windows Pro, (90NB13Y1-M00X70/1TB/WIN11PRO), синий, Русская раскладка",464109,782841,38676,,,MetaComp,4.8,https://www.ozon.kz/product/asus-noutbuk-asus-vivobook-15-x1504va-siniy-15-6-fhd-ips-core-5-120u-16gb-ssd-1tb-intel-graphics-win-3430633584/,Intel Core 5 120U,1024,Intel Graphics,Windows Pro,15.6,16.0,7.0,1.7,IPS,DDR4,Пластик,Intel Core i5,Intel,1.4,10.0,1920x1080,,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1,,,,
laptop,"Apple MacBook Neo Ноутбук 13"", Apple A18 Pro, RAM 8 ГБ 512 ГБ, MacOS, розовый, Русская раскладка",555964,3086756,46331,5.0,2,MacTop,5.0,https://www.ozon.kz/product/apple-macbook-neo-noutbuk-13-apple-a18-pro-ram-8-gb-512-gb-macos-rozovyy-russkaya-raskladka-3673544511/,Apple A18 Pro,512,,MacOS,13.0,8.0,16.0,1.23,LED,LPDDR5,Алюминий,Apple A18 Pro,Apple,,6.0,2408x1506,500.0,Нет,36.5,Глянцевое,Встроенная,Apple,,,,,,,
laptop,"MSI 16 HX AI A2XWHG-080XRU Игровой ноутбук 16.00"", Intel Core Ultra 7 255HX, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб), (9S7-15M352-080), серый, Русская раскладка",1347673,2125560,112307,4.8,7,Позитроника,4.8,https://www.ozon.kz/product/msi-16-hx-ai-a2xwhg-080xru-igrovoy-noutbuk-16-00-intel-core-ultra-7-255hx-ram-32-gb-ssd-1024-2103114755/,Intel Core Ultra 7 255HX,1024,NVIDIA GeForce RTX 5070 Ti для ноутбуков (12 Гб),,16.0,32.0,,2.7,IPS,DDR5,"Металл, Пластик",Intel Core Ultra 7,Intel,2.4,20.0,1920x1200,,,90.0,Матовое,Дискретная,NVIDIA,SSD,144,2.0,,12.0,Intel,
laptop,"Lenozon 2026 Игровой ноутбук 15.6"", Intel Alder Lake N95, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GTX 1060-P106 (6 Гб), Windows Pro, (N95-GTX160), темно-серый, Русская раскладка",325057,1938262,27089,4.8,273,Lenozon Computer Fa...,4.8,https://www.ozon.kz/product/lenozon-2026-igrovoy-noutbuk-15-6-intel-alder-lake-n95-ram-16-gb-ssd-512-gb-nvidia-gtx-1060-p106-2685252487/,Intel Alder Lake N95,512,NVIDIA GTX 1060-P106 (6 Гб),Windows Pro,15.6,16.0,4.0,1.75,IPS,DDR4,ABS пластик,Intel Celeron,Intel,3.4,4.0,1920x1080,,Нет,46.5,Глянцевое,Дискретная,NVIDIA,SSD,60,1,,6.0,,
laptop,"Lenovo Игровой ноутбук 12.5"", Intel Core i3-4010U, RAM 4 ГБ 320 ГБ, Intel GMA, Windows Home, (x240), черный матовый, Английская раскладка",79448,195903,6621,,,CN Бутик-магазин,4.5,https://www.ozon.kz/product/lenovo-igrovoy-noutbuk-12-5-intel-core-i3-4010u-ram-4-gb-320-gb-intel-gma-windows-home-x240-2086124180/,Intel Core i3-4010U,320,Intel GMA,Windows Home,12.5,4.0,6.0,1.47,,DDR3,ABS пластик,Intel Core 3,Intel,1.7,5.0,540x1200,,Нет,,Глянцевое,,,,,1,Lenovo,,,
laptop,"Acer Игровой ноутбук 15.6"", AMD Ryzen 5 6600H, RAM 16 ГБ, SSD 512 ГБ, NVIDIA GeForce RTX 3050 (6 Гб), (NH.QSHER.004), черный, Русская раскладка",515079,1066368,42924,4.9,11,F5it,4.8,https://www.ozon.kz/product/acer-igrovoy-noutbuk-15-6-amd-ryzen-5-6600h-ram-16-gb-ssd-512-gb-nvidia-geforce-rtx-3050-6-gb-1951664055/,AMD Ryzen 5 6600H,512,NVIDIA GeForce RTX 3050 (6 Гб),,15.6,16.0,,2.1,IPS,,Пластик,AMD Ryzen 5,AMD,3.3,6.0,1920x1080,,Нет,57.0,,Дискретная,NVIDIA,SSD,,1,,6.0,,
laptop,"HP ProBook 440 G7 Ноутбук 14"", Intel Core i5-10310U, RAM 16 ГБ, SSD 256 ГБ, Intel UHD Graphics, Windows Pro, серебристый, Русская раскладка",185889,268350,15491,,,NotebookPro,4.7,https://www.ozon.kz/product/hp-probook-440-g7-noutbuk-14-intel-core-i5-10310u-ram-16-gb-ssd-256-gb-intel-uhd-graphics-windows-3416522870/,Intel Core i5-10310U,256,Intel UHD Graphics,Windows Pro,14.0,16.0,,1.6,IPS,DDR4,"Алюминий, Пластик",Intel Core i5,Intel,1.7,4.0,1920x1080,,Нет,,Матовое,Встроенная,,SSD,60,,,,,
laptop,"Apple MacBook Pro 14 Ноутбук 14.2"", RAM 16 ГБ, SSD 1024 ГБ, MacOS, (MDE54), серебристый, Русская раскладка",1071148,1463480,89263,4.0,1,Ozon Россия,4.9,https://www.ozon.kz/product/apple-macbook-pro-14-noutbuk-14-2-ram-16-gb-ssd-1024-gb-macos-mde54-serebristyy-russkaya-raskladka-3153640999/,,1024,,MacOS,14.2,16.0,,1.5,Mini LED,,Алюминий,Apple M5,Apple,4.6,10.0,3024x1964,1000.0,,72.4,Глянцевое,Встроенная,Apple,SSD,120,,Apple,,,
laptop,"Apple MacBook Pro 14 M5 Pro 24/1TB Silver Ноутбук 14.2"", Apple M5 Pro (15 CPU, 16 GPU), RAM 24 ГБ, SSD 1024 ГБ, MacOS, (MCX14), серебристый, Английская раскладка",1658279,3455018,138190,4.9,257,Mascot,4.9,https://www.ozon.kz/product/apple-macbook-pro-14-m5-pro-24-1tb-silver-noutbuk-14-2-apple-m5-pro-15-cpu-16-gpu-ram-24-gb-ssd-1024-3829957018/,"Apple M5 Pro (15 CPU, 16 GPU)",1024,,MacOS,14.2,24.0,24.0,1.55,IPS,,Алюминий,Apple M5 Pro,Apple,,15.0,3024x1964,,Нет,,Глянцевое,Встроенная,Apple,SSD,120,,Apple,,,
laptop,"Apple Ноутбук 13.6"", Apple M4, RAM 16 ГБ, SSD 256 ГБ, MacOS, голубой, Русская раскладка",754012,1438106,62835,5.0,35,Mирон,5.0,https://www.ozon.kz/product/apple-noutbuk-13-6-apple-m4-ram-16-gb-ssd-256-gb-macos-goluboy-russkaya-raskladka-2086943890/,Apple M4,256,,MacOS,13.6,16.0,,1.24,RETINA,,Алюминий,Apple M4,Apple,,10.0,2560x1664,500.0,,53.8,,,Apple,SSD,,,Apple,,,
laptop,"DNS Ноутбук 11.6"", Intel Atom N2800, RAM 2 ГБ, HDD 320 ГБ, красный",,,5700,,,Правильные ноутбуки S...,,https://www.ozon.kz/product/dns-noutbuk-11-6-intel-atom-n2800-ram-2-gb-hdd-320-gb-krasnyy-3609676805/,Intel Atom N2800,,,,11.6,2.0,,,,,,Intel Atom,Intel,,,,,,,,,,HDD,,,,,,320
laptop,"Игровой ноутбук 16.1"", Intel Core i5-11400, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб), Windows Home, черный матовый, черный, Английская раскладка",,,53808,,,ULTRA ZEON,5.0,https://www.ozon.kz/product/igrovoy-noutbuk-16-1-intel-core-i5-11400-ram-32-gb-ssd-1024-gb-nvidia-geforce-rtx-3070-dlya-3652437651/,Intel Core i5-11400,1024,NVIDIA GeForce RTX 3070 для ноутбуков (8 Гб),Windows Home,16.1,32.0,,2.7,IPS,DDR4,,Intel Core i5,Intel,,,1920x1080,,Нет,,,Дискретная,NVIDIA,SSD,,1.3,,32.0,,
laptop,"ASUS ROG Strix G16 G614PM-S5097 Игровой ноутбук 16"", AMD Ryzen 9 8940HX, RAM 32 ГБ, SSD 1024 ГБ, NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб), Windows Pro, (90NR0KW8-M00590_Win11P), серый, Русская раскладка",,,102138,,,RTK,4.8,https://www.ozon.kz/product/asus-rog-strix-g16-g614pm-s5097-igrovoy-noutbuk-16-amd-ryzen-9-8940hx-ram-32-gb-ssd-1024-gb-3208257737/,AMD Ryzen 9 8940HX,1024,NVIDIA GeForce RTX 5060 для ноутбуков (8 Гб),Windows Pro,16.0,32.0,,2.5,IPS,DDR5,,AMD Ryzen 9,AMD,2.4,16.0,2560x1600,,,90.0,Антибликовое,Дискретная,NVIDIA,SSD,240,2.0,ASUS,8.0,,
laptop,"Lenovo 82VG00MQUE Ноутбук 15.6"", AMD Ryzen 3 7320U, RAM 8 ГБ 256 ГБ, AMD Radeon 610M, (197530071539,0197530071539,2003007974020), серый, Русская раскладка",,,18827,5.0,1,М.Видео,4.8,https://www.ozon.kz/product/lenovo-noutbuk-15-6-amd-ryzen-3-7320u-ram-8-gb-256-gb-amd-radeon-610m-197530071539-0197530071539-2031825399/,AMD Ryzen 3 7320U,256,AMD Radeon 610M,,15.6,8.0,5.0,1.58,TN,LPDDR5,Пластик,AMD Ryzen 3,AMD,4.1,4.0,1920x1080,,,,Матовое,,AMD,,,,,,,
laptop,"RZUC 6006U Ноутбук 15.6"", Intel Core i3-6006U, RAM 32 ГБ, SSD 2048 ГБ, Intel UHD Graphics, Windows Pro, (6006U), серебристый, слоновая кость, Русская раскладка",221986,971038,36998,4.7,702,Цифровой магаз,4.6,https://www.ozon.kz/product/rzuc-6006u-noutbuk-15-6-intel-core-i3-6006u-ram-32-gb-ssd-2048-gb-intel-uhd-graphics-windows-pro-3546670634/,Intel Core i3-6006U,2048,Intel UHD Graphics,Windows Pro,15.6,32.0,7.0,2.1,IPS,DDR4,"SBS пластик, ABS пластик",Intel Core i3,Intel,2.0,4.0,1920x1080,,Нет,96.0,Антибликовое,Встроенная,Intel,SSD,60,3,,,Intel B460,
